time	V(n003)	V(n006)
5.927281192146675e-006	1.499999e+001	1.499998e+001
5.942906192146676e-006	1.499999e+001	1.499999e+001
5.958531192146676e-006	1.499999e+001	1.499999e+001
5.966343692146676e-006	1.499999e+001	1.499999e+001
5.974156192146676e-006	1.499999e+001	1.499999e+001
5.981968692146677e-006	1.499999e+001	1.499999e+001
5.989781192146677e-006	1.499999e+001	1.499999e+001
5.997593692146677e-006	1.499999e+001	1.499999e+001
6.005406192146677e-006	1.499999e+001	1.499999e+001
6.021031192146677e-006	1.499999e+001	1.499999e+001
6.036656192146678e-006	1.499999e+001	1.499999e+001
6.050000000000001e-006	1.499999e+001	1.499999e+001
6.050008617158287e-006	1.499998e+001	1.499999e+001
6.050025851474859e-006	1.499996e+001	1.499999e+001
6.050038956467326e-006	1.499993e+001	1.499999e+001
6.050051865307658e-006	1.499989e+001	1.499999e+001
6.050069626113234e-006	1.499982e+001	1.499999e+001
6.050087123625369e-006	1.499973e+001	1.499999e+001
6.050104519652519e-006	1.499963e+001	1.499999e+001
6.050121296859715e-006	1.499952e+001	1.499999e+001
6.050151279493081e-006	1.499927e+001	1.499999e+001
6.050187485537586e-006	1.499893e+001	1.499999e+001
6.050241736932792e-006	1.499832e+001	1.499999e+001
6.050301199238372e-006	1.499756e+001	1.499999e+001
6.050346782308376e-006	1.499690e+001	1.499998e+001
6.050402201644628e-006	1.499604e+001	1.499998e+001
6.050462525241441e-006	1.499502e+001	1.499998e+001
6.050563958067461e-006	1.499317e+001	1.499998e+001
6.050690551790312e-006	1.499069e+001	1.499998e+001
6.050883091361578e-006	1.498663e+001	1.499996e+001
6.051141294831866e-006	1.498075e+001	1.499994e+001
6.051542793274239e-006	1.497077e+001	1.499990e+001
6.052122529097657e-006	1.495477e+001	1.499979e+001
6.052986415870522e-006	1.492783e+001	1.499954e+001
6.054160011268700e-006	1.488591e+001	1.499902e+001
6.055792227382024e-006	1.481867e+001	1.499786e+001
6.058019719566837e-006	1.471282e+001	1.499535e+001
6.061197859955067e-006	1.453976e+001	1.498969e+001
6.065472843371218e-006	1.427585e+001	1.497777e+001
6.071329209555288e-006	1.387036e+001	1.495259e+001
6.079141709555288e-006	1.327256e+001	1.490344e+001
6.086954209555288e-006	1.262406e+001	1.483721e+001
6.092187500000001e-006	1.215668e+001	1.477986e+001
6.100000000000000e-006	1.142454e+001	1.467971e+001
6.100781250000000e-006	1.136271e+001	1.466796e+001
6.102343750000000e-006	1.124927e+001	1.464400e+001
6.105468750000000e-006	1.105218e+001	1.459419e+001
6.111718750000000e-006	1.071416e+001	1.448976e+001
6.117906189663050e-006	1.042217e+001	1.438116e+001
6.125718689663051e-006	1.008739e+001	1.423739e+001
6.133531189663051e-006	9.768297e+000	1.408762e+001
6.141343689663051e-006	9.458351e+000	1.393213e+001
6.149156189663051e-006	9.154707e+000	1.377138e+001
6.164781189663052e-006	8.563738e+000	1.343563e+001
6.180406189663052e-006	7.993840e+000	1.308317e+001
6.196031189663052e-006	7.445014e+000	1.271659e+001
6.211656189663053e-006	6.917314e+000	1.233829e+001
6.227281189663053e-006	6.410729e+000	1.195051e+001
6.235093689663053e-006	6.165334e+000	1.175373e+001
6.242906189663054e-006	5.925183e+000	1.155535e+001
6.250718689663054e-006	5.690257e+000	1.135561e+001
6.258531189663054e-006	5.460533e+000	1.115473e+001
6.266343689663054e-006	5.235983e+000	1.095294e+001
6.274156189663054e-006	5.016578e+000	1.075046e+001
6.281968689663054e-006	4.802284e+000	1.054747e+001
6.289781189663055e-006	4.593066e+000	1.034417e+001
6.297593689663055e-006	4.388885e+000	1.014076e+001
6.305406189663055e-006	4.189699e+000	9.937412e+000
6.313218689663055e-006	3.995464e+000	9.734292e+000
6.321031189663055e-006	3.806134e+000	9.531565e+000
6.328843689663056e-006	3.621661e+000	9.329389e+000
6.336656189663056e-006	3.441993e+000	9.127911e+000
6.344468689663056e-006	3.267080e+000	8.927274e+000
6.352281189663056e-006	3.096865e+000	8.727612e+000
6.360093689663056e-006	2.931293e+000	8.529055e+000
6.367906189663057e-006	2.770307e+000	8.331723e+000
6.375718689663057e-006	2.613847e+000	8.135734e+000
6.383531189663057e-006	2.461854e+000	7.941195e+000
6.391343689663057e-006	2.314266e+000	7.748212e+000
6.399156189663057e-006	2.171020e+000	7.556881e+000
6.406968689663057e-006	2.032052e+000	7.367296e+000
6.414781189663058e-006	1.897298e+000	7.179543e+000
6.422593689663058e-006	1.766692e+000	6.993705e+000
6.430406189663058e-006	1.640168e+000	6.809856e+000
6.446031189663058e-006	1.399100e+000	6.448412e+000
